"","Protection","Base","Cap","Fusion","GP1/2","GP1/Core","GP1/Head","HR2","Mucin","Unknown","Neut_VSV","unNeutFrac","Neut_micro","Neut_dVP30","GP_EC50","sGP_EC50","human","mouse","IgG2a","IgG2b","IgG3","Human-IgG1","Mouse-IgG1","P1","P2","R1","R10","R11","R12","R2","R3","R4","R5","R6","R7","R8","R9","All","BDBV & RESTV","BDBV & SUDV","BDBV only","BDBV, SUDV, RESTV ","Marburg only","None","RESTV only","SUDV & RESTV","SUDV only","Polyfunctionality","huADCP","mADCP","CD107a","IFNg","MIP.1b","huADNP","mADNP","sGP_huADCP","sGP_huADNP","Total_G0","Total_G1","Total_G2","Total_Fucose","Total_Bisecting","Total_mono_SA","Total_SA","G0","G0F","G0FB","G1","G1.","G1F","G1F.","G1S1F","G1FB","G2F","G2FB","G2S1","G2S1F","G2S1B","G2S1FB","Escape Region: 10","Escape Region: 28","Escape Region: 48","Escape Region: Base","Escape Region: Cap","Escape Region: Fusion Loop","Escape Region: GP1 Core","Escape Region: Mucin","No Escape Mutants","Binding","No binding","Not done","Weak binding only","sGP.binderTRUE"
"143",0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,1.39,1000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,42.58,63.98,59.4,54.33,84.29,135.09,46.63,141.17,18.8,50.62,35.38,14,96.81,2.3,3.17,3.17,0,49.84,0.78,1.88,0.32,11.41,21.42,0.28,0.07,11.01,0.1,0.1,1.43,0.89,0.47,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"144",0.7,0,0,0,0,1,0,0,0,0,0.9159,0.992,0.94,0.89,4.58,0.4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,30.36,59.17,32.19,25.22,46.47,91.69,42.34,262.19,53.02,43.37,44.24,12.4,97.71,3.1,3.87,3.87,0,41.83,1.54,1.7,0.11,13.38,27.73,1.28,0.04,9.48,0.32,0.17,1.22,0.3,0.9,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"145",0.9,0,1,0,0,0,0,0,0,0,0,0,0.73,0,2.65,0.52,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,32.66,52.95,20.76,15.24,33.47,55.85,37.92,291.57,63.12,39.22,48.74,12.04,96.64,2.87,3.64,3.64,0,38.01,1.21,1.9,0.43,12.11,33.42,0.77,0.1,9.12,0.05,0.39,0.97,0.64,0.87,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"146",0.8,0,1,0,0,0,0,0,0,0,0.917,0.993,0.98,0.95,7.52,0.76,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,45.09,61.94,39.52,39.55,57.33,110.47,60.44,187.75,38.93,45.42,42.5,12.08,96.44,2.96,4.55,4.55,0,44.17,1.24,2.27,0.24,11.47,26.81,1.53,0.18,8.94,0.12,0.52,1.09,0.53,0.88,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"147",0.9,0,0,0,0,1,0,0,0,0,0.98,0.999,0.99,0.98,2.9,0.44,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,30.42,54.2,47.75,43.76,69.69,95.18,43.19,271.45,48.9,46.15,42.28,11.57,97.25,4.67,5.86,5.86,0,45.26,0.89,1.03,0.54,10.34,26.17,1.97,2.23,7.56,0.13,0.18,2.29,1.01,0.41,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"148",0.2,0,1,0,0,0,0,0,0,0,0,0,0.79,0,83.5,3.44,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23.1,40.8,1.51,0,4.7,5.06,29.52,253.65,37.88,47.04,42.13,10.83,96.72,2.81,3.4,3.4,0,45.57,1.47,2.18,0.28,12.11,27,0.5,0.07,7.72,0.21,0.54,1.3,0.29,0.78,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"149",1,0,1,0,0,0,0,0,0,0,0.891,0.982,0.95,0.75,5.45,0.48,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,28.6,55.69,24.38,20.41,41.08,85,47.93,303.73,42.84,47.6,39.64,12.75,95.29,5.92,5.46,5.46,0,44.74,2.86,2.2,0.68,12.87,22.78,0.98,0.13,8.18,0.08,1.07,0.58,0.75,2.09,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"150",0.7,0,0,0,0,1,0,0,0,0,0,0,0.63,0,4.81,0.52,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,33.34,52.45,31.29,27.37,41.51,83.34,42.14,172.43,46.35,43.45,43.49,13.06,96.73,4.56,4.98,4.98,0,41.25,2.2,1.79,0.33,12.64,27.66,0.9,0.17,8.92,0.06,0.14,1.81,1,1.12,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"151",1,0,0,0,0,0,0,0,0,1,0.9828,0.84,0.82,0,2.76,1000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,33.43,51.6,30.92,25.92,44.34,117.62,62.67,130.96,18.7,38.82,47.55,13.63,95.95,3.03,4.59,4.59,0,37.56,1.26,2.64,0.08,11.55,32.64,0.47,0.16,9.33,0.18,0.59,2.1,0.74,0.68,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"152",0.7,0,1,0,0,0,0,0,0,0,0,0,0.72,0,15.92,0.71,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,30.56,46.86,13.5,8.26,23.1,48.64,32.5,286.52,38.07,46.32,42.29,11.38,96.46,3.32,4.28,4.28,0,44.85,1.48,1.7,0.8,9.94,28.59,1.06,0.21,7.7,0.47,0.65,1.41,0.4,0.77,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"153",0.3,0,0,0,1,0,0,0,0,0,0,0,0.82,0,3.58,1000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,25.17,45.82,19.93,16.09,29.96,6.97,35.1,145.52,19.93,47.4,40.46,12.14,96.36,2.49,4.12,4.12,0,46.42,0.99,1.99,0.39,10.07,26.96,0.92,0.12,8.8,0.15,0.59,1.37,0.67,0.56,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"154",0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,3.34,4.03,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,36.45,48.69,39.55,39.23,54.22,77.5,34.98,168.92,26.82,50.94,38.84,10.22,97.15,1.79,4.31,4.31,0,50.2,0.74,2.09,0.27,12.01,23.31,1.1,0.05,6.94,0.08,0.04,2.24,0.45,0.47,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"155",0.4,0,1,0,0,0,0,0,0,0,0.685,0.95,0.96,0,13.82,0.76,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,31.77,46.66,24.53,21.39,36.43,73.11,39.04,308.53,51.27,41.1,45.14,13.76,96.34,4.21,5.62,5.62,0,38.55,2.55,2.21,0.37,13.89,27.34,1.08,0.24,9.01,0.21,0.98,2.35,0.1,1.11,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"156",0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1.75,4.13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,32.23,48.28,35.65,35.12,59.07,86.66,32.17,192.34,26.23,50.47,37.09,12.44,94.35,4.34,4.11,4.11,0,49.05,1.42,2.02,0.59,9.12,25.02,0.34,0,8.5,0.16,0.78,0.23,2.26,0.5,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"157",0.9,0,0,1,0,0,0,0,0,0,0.9978,0.999,0.99,0.999,7.14,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,26.81,42.3,8.99,5.02,14.88,7.21,42.56,56.73,28.47,59.39,26.41,14.2,97.26,2.67,11.38,11.38,0.27,58.18,0.95,0.4,0.96,6.79,17.2,0.69,0.37,3.18,0.33,0.5,9.17,0.62,0.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"158",1,0,0,1,0,0,0,0,0,0,0.9962,0.999,0.99,0.999,10.08,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,31.35,38.35,6.62,3.21,8.35,5.92,40.41,92.22,23.76,58.14,27.29,14.57,96.62,3.14,9.84,9.84,1.11,55.61,1.42,0.42,0.94,7.71,17.13,0.42,0.68,4.86,0.28,0.53,8.15,0.39,0.36,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"159",1,1,0,0,0,0,0,0,0,0,0.9823,0.998,0.99,0.999,13.62,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,29.78,39.17,1.52,0,2.05,5.07,34.57,48.95,25.68,65.14,22.68,12.18,98,1.24,8.72,8.72,0.48,63.83,0.83,0.25,0.63,6.42,14.94,0.19,0.23,3.62,0.05,0.61,7.78,0.03,0.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"160",0.8,0,0,0,0,0,1,0,0,0,0.9771,0.999,0.99,0.99,5.02,1.38,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,32.43,44.98,8.68,4.45,15.44,41.96,40.99,262.34,127.25,73.76,15.69,10.55,98.5,1.95,8.28,8.28,0.06,72.3,1.4,0.15,0.91,3.06,11.36,0.16,0.06,2.28,0.14,0.29,7.48,0.09,0.27,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"161",0.8,0,0,0,0,0,0,1,0,0,0.9986,0.999,0.99,0.999,2.89,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,24.35,39.72,16.44,12.24,28.18,5.18,34.98,97.33,25.01,72.8,18.47,8.73,97.68,2.16,8.18,8.18,0.07,71.9,0.91,0.56,0.78,6.03,10.73,0.03,0.35,0.49,0.09,0.48,6.85,0.5,0.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"162",0.9,0,0,0,0,0,0,1,0,0,0.9906,0.94,0.99,0.85,5.68,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,27.53,38.45,9.39,4.16,13.04,4.25,31.03,53.04,22.38,57.43,28.14,14.42,98.31,1.55,9.16,9.16,0.85,56.99,0.45,0.24,0.91,7.89,18.4,0.14,0.58,5.35,0.05,0.4,8.15,0.15,0.32,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"163",0.9,0,0,0,0,0,0,1,0,0,0.9948,0.999,0.99,0.999,3.26,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,26.9,35.92,13.25,9.83,22.65,5.16,31.23,61.3,23.54,67.05,21.15,11.79,98.1,1.95,9.86,9.86,0.28,65.96,1.09,0.15,1.17,6.14,13.21,0.04,0.44,1.85,0.12,0.27,9.25,0.3,0.01,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"164",0.6,0,0,0,0,1,0,0,0,0,0.9601,0.999,1,0.999,6.78,1.42,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,34.67,56.64,3.47,0,5.72,47.1,41.22,206.89,78.14,70.31,18.5,11.19,97.21,2.01,9.18,9.18,0.07,69.22,1.08,0.15,1.92,2.61,13,0.3,0.53,2.25,0.06,0.46,8.08,0.27,0.07,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"165",0.6,0,0,0,0,1,0,0,0,0,0.8907,0.993,0.99,0.97,11.98,1.61,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,31.16,45.27,1.95,0,1.77,21.7,43.3,202.5,85.53,62.36,26.23,11.41,98.57,2.52,8.73,8.73,0.51,61.58,0.78,0.45,0.52,7.98,16.19,0.99,0.1,2.85,0.82,0.12,6.8,0.34,0.48,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"166",1,0,0,0,0,1,0,0,0,0,0.8203,0.975,0.99,0.94,15.35,1.78,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,33.48,44.17,-0.32,0,-1.81,15.14,44.78,204.23,93.2,74.76,15.77,9.47,99,1.81,8.28,8.28,0.24,73.82,0.93,0.11,0.76,3.93,9.94,0.39,0.65,1.57,0.01,0.02,7.65,0.11,0.12,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"167",1,0,0,0,0,0,1,0,0,0,0.9458,0.996,1,0.999,4.74,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,35.2,42.23,3.18,0,5.23,34.76,44.28,194.67,116.98,66.81,19.22,13.96,96.17,2.82,11.35,11.35,0.29,65.57,1.24,0.2,2.34,5.76,10.41,0.08,0.43,2.15,0.54,1.02,9.65,0.28,0.33,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"168",0.8,0,0,0,0,1,0,0,0,0,0.9203,0.995,1,0.99,6.52,1.78,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,32.63,47.6,2.44,0,7.07,23.76,49.67,210.7,127,62.88,25.72,11.4,97.93,2.49,12.58,12.58,0.98,61.66,1.21,0.42,1.15,7.69,13.67,2.36,0.43,1.08,0.11,0.14,9.33,0.36,0.38,0,0,0,0,0,0,0,0,1,1,0,0,0,1
"169",1,1,0,0,0,0,0,0,0,0,0.9823,0.995,0.99,0.99,49.43,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,21.19,42.87,1.88,0,2.48,4.91,34.54,50.71,29.47,61.26,26.67,12.07,94.56,4.68,10.42,10.42,0.72,59.73,1.53,0.37,3.03,8.63,12.76,1.08,0.79,1.77,0.96,1.39,6.55,0.65,0.75,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"170",0.7,1,0,0,0,0,0,0,0,0,0.9977,0.998,0.99,0.98,2.72,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,31,44.18,6.45,3.81,9.66,7.9,40.55,52.62,22.43,61.63,24.65,13.71,98.47,1.88,8.93,8.93,0.05,61.21,0.43,0.3,0.67,5.92,16.97,0.19,0.6,4.55,0.42,0.2,8.11,0.35,0.07,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"171",0.9,0,0,0,0,0,0,1,0,0,0.9964,0.999,1,0.95,2.65,1000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,28.73,35.28,10.25,5.95,16.72,6.24,36.9,67.68,24.14,65.51,24.24,10.25,98.64,0.86,8.51,8.51,0.18,65.41,0.1,0.06,0.96,7.05,15.29,0.43,0.45,2.05,0.12,0.33,7.55,0.01,0.18,0,0,0,0,0,0,0,0,1,1,0,0,0,0
