"","Protection","Base","Cap","Fusion","GP1/2","GP1/Core","GP1/Head","HR2","Mucin","Unknown","Neut_VSV","unNeutFrac","Neut_micro","Neut_dVP30","GP_EC50","sGP_EC50","human","mouse","IgG2a","IgG2b","IgG3","Human-IgG1","Mouse-IgG1","P1","P2","R1","R10","R11","R12","R2","R3","R4","R5","R6","R7","R8","R9","All","BDBV & RESTV","BDBV & SUDV","BDBV only","BDBV, SUDV, RESTV ","Marburg only","None","RESTV only","SUDV & RESTV","SUDV only","Polyfunctionality","huADCP","mADCP","CD107a","IFNg","MIP.1b","huADNP","mADNP","sGP_huADCP","sGP_huADNP","Total_G0","Total_G1","Total_G2","Total_Fucose","Total_Bisecting","Total_mono_SA","Total_SA","G0","G0F","G0FB","G1","G1.","G1F","G1F.","G1S1F","G1FB","G2F","G2FB","G2S1","G2S1F","G2S1B","G2S1FB","Escape Region: 10","Escape Region: 28","Escape Region: 48","Escape Region: Base","Escape Region: Cap","Escape Region: Fusion Loop","Escape Region: GP1 Core","Escape Region: Mucin","No Escape Mutants","Binding","No binding","Not done","Weak binding only","sGP.binderTRUE"
"1",0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1.38,0.61,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,43.32,73.93,33.39,32.1,56.48,154.45,40.68,274.7,57.57,85.06,4.34,10.6,12.86,2.51,8.44,8.44,83.41,1.62,0.03,0.12,1.24,0.02,0.01,2.73,0.23,4.8,0.08,1.1,2.44,1.27,0.9,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.91,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,25.58,66.5,40.54,39.1,74.28,126.64,35.44,162.02,46.01,72.1,17.31,10.59,56.49,1.31,11.21,11.21,40.39,31.35,0.36,0.43,0.61,2.53,10.23,3.26,0.26,2.58,0.06,1.64,5.69,0.44,0.18,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"3",0.1,0,1,0,0,0,0,0,0,0,0,0,0.2,0,175.8,22.19,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,38.01,45.89,8.98,5.95,15.1,16.45,39.01,269.58,27.54,55.52,31.83,12.66,98.14,0.81,13.02,13.02,0.67,54.38,0.47,0.33,0.8,2.46,26.51,1.62,0.11,1.2,0.06,0.05,11.17,0.01,0.16,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"4",0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0.68,1000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,39.95,62.92,45.94,41.15,84.93,101.97,31.96,164.1,31.82,88.83,2.71,8.47,12.47,1.85,6.78,6.78,83.24,5.18,0.41,0.17,1.29,0.15,0.21,0.84,0.06,2.35,0.18,2.03,2.69,0.81,0.41,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"5",0.3,0,1,0,0,0,0,0,0,0,0.987,0.7,0.62,0,44.24,7.45,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,51.91,44.98,9.53,6.37,16.39,19.28,32.63,214.98,31.26,66.79,18.57,14.64,97.03,2.05,17.02,17.02,0.21,66.12,0.47,0.45,1.05,1.43,11.76,3.75,0.13,1,0.37,0.23,11.96,1.03,0.05,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"6",0.4,0,0,0,0,0,0,0,1,0,0,0,0,0,4.31,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,31.5,58.63,11.15,6.04,18.59,42.1,41.57,107,25.73,61.53,25.17,13.3,98.24,0.77,13.53,13.53,0.26,60.83,0.44,0.37,0.45,2.06,20.82,1.45,0.03,1.19,0.03,0.42,11.39,0.27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"7",0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.77,1000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,21.44,37.49,10.9,6.89,19.2,12.02,29.65,125.61,19.85,68.6,22.92,8.48,97.79,1.66,12.87,12.87,0.56,67.71,0.33,0.33,0.04,6.73,10.13,5.62,0.06,1.18,0.06,0.09,5.93,1.19,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"8",0,0,1,0,0,0,0,0,0,0,0.9,0.991,0.61,0.999,216.6,5.38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,36.61,51.74,9.45,6.17,15.27,38.64,28.42,276.68,98.72,38.7,44.58,16.72,94.93,3.46,14.14,14.14,1.16,36.51,1.04,2.23,1.03,2.61,36.18,2.16,0.38,3.79,0.95,0.4,10.48,0.26,0.84,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"9",0.2,0,0,0,0,0,0,0,1,0,0,0,0.1,0,9.05,1000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,31.5,38.94,9.28,6.13,14.63,23.19,31.35,127.89,26.81,23.28,49.07,27.65,98.34,0.42,30.24,30.24,0.06,23.18,0.05,0.27,1.1,13.18,22.11,12.39,0.01,9.78,0.02,0.03,17.48,0.2,0.14,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"10",0.1,0,0,0,0,0,1,0,0,0,0,0,0.17,0,21.64,3.52,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.75,17.2,9.1,6.51,14.04,25.7,34.99,253.05,44.86,56.72,24.49,18.79,96.89,2.81,27.47,27.47,0.09,55.88,0.75,0.42,0.4,5.27,8.36,10.02,0.01,1.19,0.15,0.35,15.2,1.85,0.05,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"11",0,0,1,0,0,0,0,0,0,0,0.87,0.8,0.83,0.89,219.6,5.56,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,46.64,42.53,11.07,7.33,19.76,7.72,34.86,267.88,22.65,33.32,45.7,20.98,98.68,1.53,17.1,17.1,0.17,32.22,0.93,0.38,0.11,3.34,39.81,2.05,0.01,5.91,0.01,0.19,14.29,0.47,0.1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"12",0.6,0,1,0,0,0,0,0,0,0,0,0,0.97,0,5.47,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,39.93,55.14,10.73,7.38,24.95,28.52,41.48,90.91,28.15,61.73,18.84,19.43,95.63,1.47,21.92,21.92,0.93,60.27,0.54,1.33,0.69,1.84,11.92,3.02,0.04,0.4,0.13,0.85,17.28,0.57,0.19,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"13",0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.06,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18,46.24,10.5,5.87,18.74,9.28,27.01,115.63,31.13,67.42,20.87,11.7,96.41,3.1,11.02,11.02,0.28,66.11,1.03,1.36,0.92,1.94,14.99,1.07,0.59,1.26,0.5,0.57,8.4,0.46,0.52,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"14",0.1,0,1,0,0,0,0,0,0,0,0,0,0.61,0,7.42,5.14,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,30.61,31.71,9.23,6.84,15,41.05,31.45,246.85,47.57,47.03,37.67,15.3,98.13,7.07,8.6,8.6,0.07,42.56,4.41,0.71,0.68,17.4,17.66,0.82,0.4,6.87,0.65,0.18,5.99,0.23,1.38,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"15",0.5,1,0,0,0,0,0,0,0,0,0.995,0.999,0.64,0.99,45.74,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,42.9,30.54,8.72,6.25,13.73,34.61,30.66,176.27,40.96,42.66,40.81,16.53,97.86,5.87,7.25,7.25,0.16,38.14,4.36,0.54,0.1,17.72,20.91,1.44,0.11,10.31,0.41,1.2,3.62,0.14,0.85,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"16",0.3,0,0,1,0,0,0,0,0,0,0.998,0.999,0.62,0.99,765.4,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.43,21.74,6.48,6.25,19.89,25.53,28.46,128.08,28.2,36.3,44.54,19.17,96.7,2.02,15.7,15.7,0.3,35.7,0.3,0.04,2.45,15.01,19.7,7.2,0.14,9.4,1.27,0.35,7.85,0.17,0.13,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"17",0.2,0,0,0,0,0,0,0,0,1,0.995,0.994,0.43,0.92,264.4,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25.18,18.51,6.58,6.22,21.53,31.6,29.17,153.09,58.28,30.91,39.65,29.44,95.57,3.71,31.3,31.3,0.04,28.51,2.37,2.28,1.11,9.95,16.42,9.15,0.74,7.26,0.04,0.76,20.82,0.25,0.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"18",0.7,1,0,0,0,0,0,0,0,0,0.999,0.995,1,0.91,7.45,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,39.56,47.88,6.86,1.63,12.89,23.39,39.02,126.05,27.62,43.88,49.57,6.55,99.26,1.32,2.87,2.87,0.28,43.5,0.09,0.04,0.25,5.92,41.88,1.35,0.13,4.24,0.79,0.12,1.1,0.05,0.25,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"19",0.2,0,0,0,0,0,0,0,0,1,0,0,0.19,0,1.31,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,43.85,108.77,4.99,0.21,21.07,25.7,50.37,144.03,24.08,43.87,48.99,7.14,98.01,1.38,6.25,6.25,0.21,43.6,0.06,0.16,1.31,5.37,40.02,1.72,0.41,2.31,0.3,0.18,3.74,0.13,0.47,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"20",0.4,0,1,0,0,0,0,0,0,0,0,0,0.96,0,99.3,2.62,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,37.52,68.52,7.45,20.15,27.55,12.84,33.94,263.77,28.34,42.68,44.92,12.41,99.22,0.41,6.74,6.74,0.1,42.35,0.22,0.25,0.35,8.09,35.46,0.7,0.07,6.32,0.04,0.01,5.95,0.07,0.01,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"21",0,0,0,0,0,0,0,0,1,0,0,0,0.41,0,3.14,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,42.9,58.74,4.79,1.81,12.36,19.01,51.46,158.46,33.13,36.58,52.34,11.08,96.83,0.91,6.63,6.63,0.51,36.02,0.06,0.38,1.95,4.71,43.53,1.65,0.1,5.81,0.29,0.24,4.28,0.08,0.38,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"22",0.5,0,0,0,0,0,0,0,1,0,0,0,0.41,0,3.47,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,41.86,67.1,3.5,-0.29,14.32,19.18,48.1,127.31,25.05,54.19,40.2,5.62,98.06,1.09,2.71,2.71,0.17,53.53,0.49,0.57,0.67,4.99,33.09,0.66,0.22,3.34,0.23,0.51,1.38,0.01,0.15,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"23",0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.64,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,31.04,46.54,10.57,4.56,35.77,37.66,45,334.93,189.6,31.09,52.57,16.35,96.58,3.06,5.35,5.35,0.15,30.57,0.37,1.24,1.79,21.66,25.93,1.74,0.21,10.88,1.85,0.02,2.97,0.22,0.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"24",0.9,1,0,0,0,0,0,0,0,0,0.993,0.993,1,0.98,6.11,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,22.53,32.96,34.98,30.65,63.66,15.19,28.32,148.38,30.36,47.57,43.54,8.88,98.31,0.9,6.27,6.27,0.18,47.32,0.07,0.1,1.27,7.21,31.98,2.96,0.02,5.2,0.37,0.01,2.87,0.13,0.31,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"25",0.1,1,0,0,0,0,0,0,0,0,0,0,0.54,0,10.82,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,26.32,52.33,11.3,5.48,18.29,36.06,46.27,125.79,35.45,15.12,64.7,20.18,97.32,1,6.38,6.38,0.11,14.69,0.33,0.32,1.99,3.96,57.61,0.4,0.42,14.14,0.05,0.18,5.61,0.08,0.12,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"26",0.7,0,0,1,0,0,0,0,0,0,0.991,0.999,1,0.99,232.6,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12.88,25.78,10.05,9.42,18.13,41.86,26.8,143.67,25.95,33.91,46.4,19.69,97.75,1.33,14.01,14.01,0.16,32.84,0.91,0.56,1.13,21.3,18.76,4.64,0.01,10.07,0.25,0.33,8.88,0.07,0.09,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"27",0.2,0,0,0,0,0,0,0,1,0,0,0,0.34,0,8.06,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,33.14,58.81,10.72,7.67,22.42,31.62,44.84,134.86,21.79,20.74,65.8,13.46,98.96,2.55,5.83,5.83,0.09,19.14,1.51,0.33,0.26,7.32,56.42,1.36,0.11,8.64,0.36,0.25,3.64,0.11,0.46,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"28",0.2,0,0,0,0,0,0,0,1,0,0,0,0.01,0,4.27,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,31.95,63.92,11.55,10.13,19.28,49.55,57.89,125.9,29.81,26.9,55.04,18.06,98.08,2.05,6.66,6.66,0.16,25.42,1.32,0.64,0.77,19.32,31.52,2.66,0.12,13.85,0.2,0.12,3.48,0.22,0.18,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"29",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.97,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,17.4,54.03,10.65,3.4,17.4,13.8,46.27,134.19,33.74,18.32,44.15,37.53,98.89,0.93,13.95,13.95,0,17.99,0.32,0.18,0.81,12.61,29.42,1.1,0.03,24.37,0.31,0.07,12.52,0.04,0.22,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"30",0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.43,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,35.34,60.64,36.19,63.1,73.02,15.65,56.35,117.85,25.6,36.55,47.97,15.48,94.31,4.8,10.32,10.32,0.44,33.48,2.63,1.31,1.85,5.27,38.3,0.49,0.76,5.54,0.12,1.34,7.19,0.75,0.54,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"31",0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,7.71,3.78,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,37.7,45.49,12.87,15.1,24.72,7.97,40.44,291.45,27.5,26.22,58.52,15.25,98.56,3.58,8.87,8.87,0.76,22.86,2.6,0.1,0.17,4.16,52.22,1.55,0.32,7.88,0.06,0.12,6.6,0.3,0.3,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"32",0.8,1,0,0,0,0,0,0,0,0,0.985,0.999,0.99,0.999,16.8,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,37.45,42.82,41.8,72.9,83.37,6.15,47.09,133.81,29.75,17.66,61.85,20.48,98.04,3.06,10.84,10.84,0.1,15.73,1.83,0.75,0.19,2.54,57.47,0.85,0.05,10.3,0.19,0.41,8.59,0.51,0.48,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"33",0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,246.4,13.23,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,14.03,23.98,42.45,58.08,80.45,7.96,36.84,178.4,35.16,38.52,48.34,13.14,99.35,0.57,10.46,10.46,0.12,38.34,0.07,0.01,0.37,20.9,21.4,5.64,0.01,8.16,0.16,0.01,4.48,0.14,0.19,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"34",0.1,0,0,0,0,0,0,0,0,1,0,0,0.03,0,1000,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.09,27.77,10.83,7.26,18.66,12.99,36.32,142.72,27.82,34.39,44.61,21,97.08,1.48,19.32,19.32,0.29,33.48,0.62,0.28,1.91,14.44,20.47,7.46,0.06,8.93,0.21,0.17,11.1,0.27,0.32,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"35",0,0,1,0,0,0,0,0,0,0,0,0,0.27,0,520.6,125.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,41.86,56.57,10.96,7.09,23.54,13.23,52.58,132.9,23.6,26.45,56.16,17.38,96.19,3.47,12.93,12.93,0.46,24.33,1.67,0.06,2.16,7.9,43.16,2.76,0.13,7.13,0.08,0.39,8.2,0.75,0.83,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"36",0,0,0,0,0,1,0,0,0,0,0,0,0,0,979.2,32.06,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.24,26.42,11.8,7.12,16.69,6.23,37.24,156.83,29.65,32.79,50.93,16.28,98.92,1.31,10.61,10.61,0.02,32.23,0.53,0.23,0.61,23.55,22.3,4.09,0.16,9.36,0.39,0.2,6.1,0.02,0.2,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"37",0,0,0,0,0,0,0,0,1,0,0,0,0.97,0,2.36,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,17.74,43.48,10.5,6.32,19.06,27.34,46.23,140.4,32.4,17.45,58.39,24.16,93.52,3.69,17.94,17.94,0.26,16.96,0.23,0.86,3.5,8.21,37.59,5.92,2.31,11.72,0.42,1.35,9.95,0.52,0.21,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"38",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.38,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,19.15,57.33,11.3,5.32,18.51,25.93,44.97,135.96,26.86,8.33,58.66,33.02,98.4,0.81,10.48,10.48,0.27,8.02,0.03,0.33,0.61,6.23,49.71,1.75,0.03,24.04,0.24,0.29,7.94,0.1,0.41,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"39",0.2,0,1,0,0,0,0,0,0,0,0.958,0.7,0.99,0,842.4,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19.46,25.23,11.21,5.65,19.62,35.78,36.79,146.3,24.44,38.74,47.7,13.56,97.73,1.52,15.92,15.92,0.08,37.88,0.77,0.51,1.52,13.12,23.79,8.57,0.19,5.81,0.4,0.06,7.13,0.09,0.07,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"40",0,0,0,0,0,0,0,0,1,0,0,0,0.12,0,6.43,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,41.61,60.84,11.27,5.48,19.7,39.05,64.82,119.31,29.81,35.9,51.71,12.39,80.26,3.44,9.75,9.75,0.09,33.8,2,0.66,15.46,4.88,30.35,0.25,0.1,2.75,0.15,2.33,5.98,1.19,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"41",0,0,0,0,0,0,0,0,1,0,0,0,0,0,68.05,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,40.54,67.07,10.63,5.34,19.76,56.52,68.18,106.67,28.27,13.07,66.15,20.78,98.78,0.53,6.49,6.49,0.29,12.65,0.14,0.13,0.6,5.19,60.04,0.04,0.14,14.27,0.05,0.17,6.08,0.04,0.16,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"42",0.3,0,0,0,0,0,0,1,0,0,0.95,0.93,0.98,0.99,561.8,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20.15,28.89,11.23,7.87,18.36,40.6,40.51,131.29,24.29,28.27,59.17,12.56,98.28,1.55,16.44,16.44,0.16,27.45,0.66,0.66,0.44,21.35,25.51,11.05,0.16,6.84,0.34,0.18,4.8,0.27,0.13,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"43",0.5,1,0,0,0,0,0,0,0,0,0.977,0.73,0.96,0,16.8,1000,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,31.5,48,10.61,6.05,19.84,16.98,41.96,117.26,22.6,31.34,55.17,13.49,98.38,2.59,4.39,4.39,0.12,29.6,1.62,0.56,0.76,8.59,43.7,1.3,0.25,9.99,0.41,0.01,2.77,0.17,0.14,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"44",0.3,0,0,0,0,0,0,0,1,0,0,0,0.2,0,6.27,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,67.89,71.71,11.53,4.7,17.41,83.76,64.41,140.1,22.35,15.36,63.01,21.64,97.07,3.43,9.39,9.39,0.89,12.58,1.88,0.32,1.28,3.86,56.46,0.96,0.13,13.18,0.02,0.1,6.93,0.33,1.06,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"45",0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.62,7.62,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15.68,35.18,10.28,6.37,18.88,39.09,38.98,201.57,22.8,7.24,48.12,44.65,98.86,0.39,16.09,16.09,0.01,7.02,0.2,0.08,0.99,8.6,37.36,0.97,0.12,29.5,0.01,0.03,15.05,0.04,0.01,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"46",0.2,0,0,0,0,0,0,0,1,0,0,0,0.11,0,8.03,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,61.05,87.27,11.04,5.21,20.38,33.64,61.69,118.1,21.01,18.83,64.63,16.54,97.91,1.89,4.83,4.83,0.3,17.44,1.09,0.1,0.96,4.6,58.23,0.72,0.02,12.41,0.02,0.28,3.07,0.45,0.31,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"47",0.1,0,0,1,0,0,0,0,0,0,0,0,0.15,0,23.82,1000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17.34,33.55,10.23,4.93,19.75,60.88,40.45,146.18,21.02,28.57,49.77,21.66,97.59,1.48,15.44,15.44,0,28.2,0.37,0.33,1.55,21.17,20.92,5.75,0.04,11.57,0.4,0.17,8.85,0.35,0.31,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"48",0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.59,1000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,51.06,25.91,9.77,5.51,21.53,57,40.07,134.08,21.45,24.69,44.29,31.02,97.61,2.02,14.27,14.27,0.13,23.92,0.65,0.22,0.96,8.87,31.73,2.48,0.02,18.93,0.3,0.13,10.6,0.94,0.11,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"49",0,0,0,0,0,0,0,0,0,1,0,0,0.07,0,4.9,1000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,16.15,58.1,10.34,4.91,19.89,44.51,51.52,141.24,23.41,8.76,50.18,41.06,95.34,0.98,9.52,9.52,1.9,6.57,0.29,0.35,0.78,7.27,41.18,0.55,0.04,32.05,0.04,1.11,7.25,0.51,0.09,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"50",0.3,0,0,0,1,0,0,0,0,0,0,0,0.4,0,9.56,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,57.54,44.22,10.2,6.12,21.77,19.66,43.69,177.76,21.69,11.79,68.56,19.64,98.12,0.82,5.87,5.87,0.57,11.22,0.01,0.3,0.59,4.11,62.62,0.51,0.43,14.27,0.01,0.07,4.92,0.35,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"51",0.4,0,0,0,0,0,0,0,1,0,0,0,0.01,0,4.39,1000,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,62.71,71.04,10.51,7.41,20.28,32.04,60.83,120.79,20.7,18.34,64.16,17.5,96.51,1.74,2.82,2.82,1.07,16.08,1.2,0.24,1.85,3.99,57.78,0.22,0.08,14.8,0.11,0.19,2.06,0.15,0.21,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"52",0.1,0,1,0,0,0,0,0,0,0,0,0,0.31,0,22.28,4.43,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,49.19,65.92,10.78,5.21,18.3,18.38,56.95,306.92,16.99,19.02,61.8,19.18,98.07,1.29,11.99,11.99,0.34,18.11,0.57,0.18,0.83,4.78,54.61,1.05,0.35,8.17,0.07,0.31,10.33,0.27,0.03,0,0,0,0,0,0,0,0,1,0,0,1,0,1
