"","Protection","Base","Cap","Fusion","GP1/2","GP1/Core","GP1/Head","HR2","Mucin","Unknown","Neut_VSV","unNeutFrac","Neut_micro","Neut_dVP30","GP_EC50","sGP_EC50","human","mouse","IgG2a","IgG2b","IgG3","Human-IgG1","Mouse-IgG1","P1","P2","R1","R10","R11","R12","R2","R3","R4","R5","R6","R7","R8","R9","All","BDBV & RESTV","BDBV & SUDV","BDBV only","BDBV, SUDV, RESTV ","Marburg only","None","RESTV only","SUDV & RESTV","SUDV only","Polyfunctionality","huADCP","mADCP","CD107a","IFNg","MIP.1b","huADNP","mADNP","sGP_huADCP","sGP_huADNP","Total_G0","Total_G1","Total_G2","Total_Fucose","Total_Bisecting","Total_mono_SA","Total_SA","G0","G0F","G0FB","G1","G1.","G1F","G1F.","G1S1F","G1FB","G2F","G2FB","G2S1","G2S1F","G2S1B","G2S1FB","Escape Region: 10","Escape Region: 28","Escape Region: 48","Escape Region: Base","Escape Region: Cap","Escape Region: Fusion Loop","Escape Region: GP1 Core","Escape Region: Mucin","No Escape Mutants","Binding","No binding","Weak binding only","sGP.binderTRUE"
"unNeutFrac",0.67985059992737,0.381125815813786,-0.103287308630502,0.339591662908235,-0.211795543885377,-0.0803619085618039,0.231201668130303,0.279663722395017,-0.258258632141602,-0.182034529997658,0.971974395564802,1,0.795492950510534,0.905623425374233,0.00632840094014204,-0.0241808699090952,0.204160092277822,-0.204160092277822,-0.215369746609325,-0.10160196811149,0.0162284832691902,0.191485958650446,0.0478005012121736,-0.176704939554062,0.131168200008761,-0.118934896381001,-0.123005919247569,0.158877043740823,0.494178221077434,-0.138277541809876,-0.0252938577099818,-0.0393593273424505,-0.0495583041275961,-0.0394381613582003,-0.0638454472303863,-0.0286653028381326,-0.049649347562699,-0.0770852955286533,-0.0770852955286533,0.0444293352080753,0.204000464919717,-0.0958655209630134,0.138618294590999,-0.117567376916978,0.0209617908893706,-0.0105833349998641,0.0756104581086087,0.123656954164883,0.0733876294550211,-0.177863723664742,-0.0149564972291854,0.0603551850858309,0.00759537210385168,-0.0424312615931807,-0.0605007585955222,-0.107087013092841,0.166688534781487,0.29608676843324,-0.267507357752177,-0.217913489938006,0.0209338772406799,0.0772377212997212,0.0540812729739403,0.0540812729739403,-0.140934003898112,0.252668195534165,0.121769267517308,0.102236268266812,-0.00667429496314239,0.0274488710508804,-0.286763907077065,-0.0426239888530823,-0.0132837195205364,-0.265477753370569,0.107974573849534,0.0587720053996047,0.0329021111999287,0.03129115576039,0.0673665640230944,0.133884986970819,0.155613556631563,0.0896184585919862,0.2732026206446,0.165665766706316,0.142054790746872,0.201503667259111,0.0896184585919862,-0.484554804642729,0.328933043985004,0.0731212236354245,0.133462160669775,-0.0679156253636994
"Neut_micro",0.653696855679154,0.326251926066128,0.059638234841295,0.240066893750318,-0.221678159261412,-0.09320818656242,0.210679770457045,0.256327582366411,-0.183771408027932,-0.307294147362776,0.781494288843772,0.795492950510534,1,0.722738169225376,-0.00731259226495676,-0.126132924957451,0.121915560367329,-0.121915560367329,-0.0711529833881355,-0.107911842634071,-0.0179938677178409,0.110784971276166,0.000777868393769025,-0.207569995555372,0.183188006732605,-0.0836208523301702,-0.174130620675871,0.0614058590221017,0.444745786463805,-0.0366805587267085,-0.0899036057505908,-0.0781727946416022,-0.039363091837641,-0.0188361819764659,-0.00167772683755267,0.0229289334465532,-0.114388439616808,-0.133502889519465,-0.133502889519465,0.0203997729910984,0.146926181029468,-0.0580469582166937,0.121893942604729,-0.0205910019598795,-0.0220569991379986,-0.0714401083902724,0.0299319074351804,0.166070323601497,0.194199540191102,-0.0943046531578374,0.00922589548404659,0.0356246252549151,0.00253699681983719,-0.025783767959353,0.0663876440988272,-0.00611452759650518,0.154583179059652,0.214436889436291,-0.136634184568665,-0.235904675102945,-0.00406876923328421,0.0421368331262702,-0.0260816860224018,-0.0260816860224018,-0.144473733277194,0.203909444202063,0.0946871330327998,0.18073739939474,-0.00840598544624067,-0.022978964734022,-0.132792314868397,-0.0139685017012316,-0.0378381019481364,-0.257339145186507,0.0851982517103141,0.0570472716166168,-0.0463909224287312,-0.0208291629586121,0.0486612978178657,0.164266598843516,0.109811855027182,0.103118432010034,0.167091297712379,0.182260466561357,0.0826584256588367,0.0766190496372582,0.0597432185454958,-0.357272606873525,0.34339908202471,0.109018431300762,0.0532421115283308,0.0295924399655453
"Neut_dVP30",0.612707995807886,0.346438912631186,-0.0955087943912669,0.35346937072682,-0.180825613055217,-0.0634624602843463,0.237637709833478,0.187722405528258,-0.220494608276937,-0.199212781238059,0.857491547936695,0.905623425374233,0.722738169225376,1,0.0371415150539954,-0.0562703388605947,0.173604466579373,-0.173604466579373,-0.190006415029974,-0.0722582275247661,-0.0658134518120697,0.180466466850495,0.0401790175082418,-0.150866153454301,0.0776631009153211,-0.137441639159291,-0.105019304699818,0.134632875175442,0.564195550928247,-0.133179499139081,-0.0294910107527158,-0.0108499144409278,-0.0591389877341829,0.0211648124196859,-0.0792614202276238,-0.0383977546880489,-0.109055550278044,-0.0658134518120697,-0.0658134518120697,-0.0111739527100154,0.263892255666,-0.0642107054320444,0.0416818528143108,-0.128103732216833,0.0270566413005175,-0.0218501600507359,0.0492200220342612,0.0756198304194793,0.0270891332373341,-0.229210569842578,-0.105002922476883,-0.00319415335111829,-0.0720803787617516,-0.0786085864052411,-0.0924718064556999,-0.105525106348929,0.208448500013242,0.266543756308924,-0.246971616935598,-0.185923034218536,0.0658128393237292,0.047861659737943,0.0760855063609862,0.0760855063609862,-0.129250193948764,0.253994684546212,0.10235141187792,0.0498491828871088,0.0425606926964029,-0.00462428310704175,-0.266031760812125,-0.0808853398145234,-0.0130577279378006,-0.254029990023924,0.0937896003781431,0.0274813813865165,0.110931928653457,0.0366971981270425,0.0449723798669986,0.167458671832933,0.226979057611521,0.11753844403963,0.307589874654135,0.139670769956726,0.139190262678509,0.166727411257243,0.10104182031477,-0.534806181519131,0.342938840875096,0.0691921734939971,0.126365649488208,-0.0307490397032866
"GP_EC50",-0.172263057735329,0.094126078192685,0.103976792842479,0.1096397916016,0.144774872648749,0.0871099192499789,-0.11413213716978,-0.134650460242813,-0.238541087636677,-0.12395922094444,0.0130299192524885,0.00632840094014204,-0.00731259226495676,0.0371415150539954,1,0.0311532148034541,-0.163753529533905,0.163753529533905,0.067448828436203,-0.168676602463999,-0.0308323904233166,-0.142556008861962,0.250209897857878,0.117796691934894,-0.203152073031396,0.0537530438058591,0.0430041041210964,0.0160185455676884,-0.0899297372346268,-0.0123260340490421,0.136825076724005,0.0699453511824875,-0.0358344054424093,-0.00776199679194841,-0.0184287301745591,-0.0610623596828675,0.080589208971127,0.0422517942838043,-0.067374482776877,-0.0360618943198895,0.0997183066264158,-0.0106190597713348,-0.0342582115814629,-0.00300071199552935,-0.108484336674633,0.00568688760045907,-0.0167361344194131,-0.418969434403736,-0.177691513919587,-0.386146299694645,-0.209449918692679,-0.122235158704326,-0.19550835260205,-0.220687562815718,-0.289249543829418,0.0878285713215123,0.034714841024826,-0.148864570549429,0.147896918702278,0.128635027647673,0.04814850843446,0.0638285125976436,0.103358379201936,0.103358379201936,0.127014021516887,-0.133480464070406,0.112098176898795,-0.101900955227858,0.116128903522779,0.103253065889416,0.033515378527364,0.135063906007551,0.0354671485308842,0.0597606995710728,0.130201345259911,-0.131369259912324,0.0596735137456109,-0.115553067824813,-0.131054945086633,-0.0342582115814629,0.138413855651457,0.0434720502052009,0.233607040183244,0.00228388077209753,0.0305914427369932,0.0708003039350233,-0.112705315346817,-0.196567744488217,-0.135351801203075,0.0422454507462674,0.0364739214216678,0.104494831781762
"sGP_EC50",-0.121516597157646,0.273488151154376,-0.527821044751599,0.202799389939214,0.273488151154376,-0.436951371461529,-0.270780868380861,0.202799389939214,0.315575794046872,0.332601319980105,0.0651028038170389,-0.0241808699090952,-0.126132924957451,-0.0562703388605947,0.0311532148034541,1,-0.322227143877174,0.322227143877174,0.154501922871868,0.166182833422411,0.0995389920324744,-0.332453947409803,0.161596215477361,0.00985946641908938,-0.333691038584461,0.0504344876330617,-0.200015135464292,-0.0089781455033442,0.00397389778237804,0.190766426422497,0.0326804496321729,0.151709391809609,0.138462606868212,0.0794874506258239,-0.0523912381523776,-0.161909645589551,0.0518944298639956,-0.015360955560567,0.0995389920324744,0.0344258223662246,0.0270744984178695,-0.184900536012315,0.0995389920324744,0.119478792730778,-0.132718656043299,-0.0284135012421667,-0.0553648682415822,-0.200823676407748,-0.160272707612049,-0.0803122841918041,-0.00971624977615656,-0.129754923440848,-0.00619953236588849,-0.265218925411068,-0.0496034370906457,-0.754511498186568,-0.585732331013646,-0.146901684279916,0.105553802758206,0.158793490878158,0.0478973129135795,-0.198933506703896,0.192677395075753,0.192677395075753,0.150785279869643,-0.20824639669874,-0.157410460182961,-0.129787485555338,0.152988688779995,-0.107874288963968,0.0316295999459841,0.100482856197448,-0.0988485547399019,0.0595117998678863,0.00684313083720342,-0.0349236769264638,0.168748981135099,-0.111392707608084,-0.190827770714712,-0.0239630906744846,-0.0946042161933532,-0.0693060483119816,0.158835548751055,-0.028878596453866,0.0701723739158813,-0.0276497200090207,-0.116087630922569,0.0103887420200895,-0.312639393743012,0.101851473683459,0.0744756595564696,-0.929319225098934
"human",0.324666981542352,-0.0206420209638256,-0.000167734452313475,-0.048078601372211,0.0677481713684532,0.206846630508827,0.0902431537848759,0.123974107824058,-0.305400941610826,-0.0834896678557938,0.183192982146206,0.204160092277822,0.121915560367329,0.173604466579373,-0.163753529533905,-0.322227143877174,1,-1,-0.659960442411351,-0.277482213633904,-0.0235981751244689,0.987583623162256,-0.456294306252861,0.204014697006279,0.298172516957315,-0.380847623931843,0.142016490362986,0.156053663313584,0.253942339575498,-0.330007694126801,-0.10718837480125,-0.345771993684618,-0.107066159197371,-0.180359298967079,0.19293187816619,0.0844482968404197,0.253942339575498,0.088998831897997,-0.0235981751244689,0.181325010889482,0.206230322417818,0.133207345724276,0.088998831897997,-0.400552830443458,0.088998831897997,0.0465280960886685,0.0468455458373813,0.187868031928531,0.066439704287886,-0.0290907588283822,0.0551331661897779,0.180289184137282,0.121064614657667,0.165653461751942,-0.152822054581936,0.196521414443263,0.309836235349411,0.512455007451106,-0.557805772993128,-0.253814348910944,-0.343631518793318,0.410705300436615,-0.318729856096719,-0.318729856096719,0.171869793693034,0.388597393986817,0.211520268947984,0.0739456279481692,-0.235159861884285,0.15396645268634,-0.42543729076883,-0.484533753796703,0.519290844451446,-0.115728387734215,0.129112423520012,0.449244764406451,-0.398255835715679,0.284850515463331,0.401236324243108,-0.0235981751244689,-0.0750971926844061,0.0627418379722531,-0.217328265555479,-0.0235981751244689,0.0627418379722531,-0.0235981751244689,0.0627418379722531,0.132916168494489,0.417259417340632,0.0465280960886685,0.10933267758465,0.226221138880338
"mouse",-0.324666981542352,0.0206420209638256,0.000167734452313475,0.048078601372211,-0.0677481713684532,-0.206846630508827,-0.0902431537848759,-0.123974107824058,0.305400941610826,0.0834896678557938,-0.183192982146206,-0.204160092277822,-0.121915560367329,-0.173604466579373,0.163753529533905,0.322227143877174,-1,1,0.659960442411351,0.277482213633904,0.0235981751244689,-0.987583623162256,0.456294306252861,-0.204014697006279,-0.298172516957315,0.380847623931843,-0.142016490362986,-0.156053663313584,-0.253942339575498,0.330007694126801,0.10718837480125,0.345771993684618,0.107066159197371,0.180359298967079,-0.19293187816619,-0.0844482968404197,-0.253942339575498,-0.088998831897997,0.0235981751244689,-0.181325010889482,-0.206230322417818,-0.133207345724276,-0.088998831897997,0.400552830443458,-0.088998831897997,-0.0465280960886685,-0.0468455458373813,-0.187868031928531,-0.066439704287886,0.0290907588283822,-0.0551331661897779,-0.180289184137282,-0.121064614657667,-0.165653461751942,0.152822054581936,-0.196521414443263,-0.309836235349411,-0.512455007451106,0.557805772993128,0.253814348910944,0.343631518793318,-0.410705300436615,0.318729856096719,0.318729856096719,-0.171869793693034,-0.388597393986817,-0.211520268947984,-0.0739456279481692,0.235159861884285,-0.15396645268634,0.42543729076883,0.484533753796703,-0.519290844451446,0.115728387734215,-0.129112423520012,-0.449244764406451,0.398255835715679,-0.284850515463331,-0.401236324243108,0.0235981751244689,0.0750971926844061,-0.0627418379722531,0.217328265555479,0.0235981751244689,-0.0627418379722531,0.0235981751244689,-0.0627418379722531,-0.132916168494489,-0.417259417340632,-0.0465280960886685,-0.10933267758465,-0.226221138880338
"IgG2a",-0.159705622598438,0.0467314210487706,0.147503726802123,-0.119667334406865,-0.0573238764864919,-0.223103581101263,-0.102989244680345,-0.119667334406865,0.291716117064923,0.00536106922393489,-0.192705799833029,-0.215369746609325,-0.0711529833881355,-0.190006415029974,0.067448828436203,0.154501922871868,-0.659960442411351,0.659960442411351,1,-0.119667334406865,-0.0587357084734955,-0.651766124860367,-0.196782066206056,-0.134641629694682,-0.196782066206056,0.380533968568737,-0.0937252658096637,-0.102989244680345,-0.167591898773219,0.306869664886927,0.129432429125299,0.134979421174106,0.01905661874503,-0.0254092402834744,-0.127327407669811,-0.0634725215411071,-0.167591898773219,-0.0587357084734955,-0.0587357084734955,-0.119667334406865,-0.207805254680143,-0.223848927542357,-0.0587357084734955,0.417834783626317,-0.0587357084734955,0.0107289510756649,-0.0396375020798684,0.114232197843353,0.342469264259799,0.369532320705637,-0.0563799480085372,-0.156152122983195,-0.0628107139994153,-0.145810116441569,0.326014575431084,-0.143117131086724,-0.273971881738416,-0.339174359863929,0.442661136903556,0.0637074764198382,0.223277852476662,-0.235241230394057,0.0321529379008501,0.0321529379008501,0.0145377647859879,-0.261858496137536,-0.0495023552381002,-0.0587817056270436,0.0907832205274573,-0.500091956465509,0.539569077135482,0.101997103492658,-0.259367309855984,-0.0212358665108717,-0.204654142151908,-0.259047122361119,0.188282713964474,-0.179781908145101,-0.214933941080382,-0.0587357084734955,0.144960531765213,-0.0414071311458695,-0.00911921505175106,0.0738164984869605,-0.0414071311458695,-0.0587357084734955,-0.0414071311458695,-0.0111358142630199,-0.260399920832663,-0.0835728820630739,-0.0721552422687832,-0.101164571461953
"IgG2b",-0.215750027677699,0.0333203381817929,-0.132089962396681,-0.050314465408805,0.0333203381817929,-0.0379668509709873,-0.0433021159419333,-0.050314465408805,0.0899771074294929,0.161340895756289,-0.0885799186200997,-0.10160196811149,-0.107911842634071,-0.0722582275247661,-0.168676602463999,0.166182833422411,-0.277482213633904,0.277482213633904,-0.119667334406865,1,-0.0246955928858879,-0.274036889903654,-0.0827375700501085,-0.0566104497391525,-0.0827375700501085,-0.0827375700501085,-0.0394070501184394,-0.0433021159419333,-0.0704644825207817,0.0333203381817929,-0.0433021159419333,0.223724732003482,0.154730856409459,0.166507158574967,-0.0535351646341009,-0.0535351646341009,-0.0704644825207817,-0.0246955928858879,0.233064657860567,-0.050314465408805,-0.0873723004710978,-0.0155294547528754,-0.0246955928858879,0.0872004680786547,-0.0246955928858879,-0.0351384519803881,-0.046917564532222,-0.133991046879763,-0.329782917297725,-0.0209382877059291,0.0517645336382722,-0.132048122247286,-0.0078519438734887,-0.0407136519162735,0.0508917698535802,-0.0971303901913936,-0.104110020614753,-0.286156782976058,0.214035829882831,0.247188755659332,0.17477901730314,-0.267257076592524,0.154129955829625,0.154129955829625,-0.0702379663662698,-0.253004798700656,-0.294020767398454,-0.145719053460936,0.0843419959954812,0.0398412678465133,0.241954014389593,0.16198978981842,-0.200116807184942,0.26812761546271,-0.0480006776361003,-0.114010784527294,0.185829458044203,-0.174510575534497,-0.159097935011008,0.233064657860567,-0.0303378733987105,-0.0174097440880005,-0.0394070501184394,-0.0246955928858879,-0.0174097440880005,-0.0246955928858879,-0.0174097440880005,-0.0172126622868632,-0.123815139135912,-0.0351384519803881,-0.0303378733987105,-0.156370388625503
"IgG3",-0.0305440045915323,-0.0333036112290428,-0.0648330437212558,-0.0246955928858879,-0.0333036112290428,-0.0536020168138246,-0.0212537570996901,0.233064657860567,0.128935671319822,-0.0428845013935118,0.049591215994724,0.0162284832691902,-0.0179938677178409,-0.0658134518120697,-0.0308323904233166,0.0995389920324744,-0.0235981751244689,0.0235981751244689,-0.0587357084734955,-0.0246955928858879,1,-0.134504131441913,-0.0406096602582115,-0.0277858188194219,-0.0406096602582115,-0.0406096602582115,-0.0193419617728553,-0.0212537570996901,-0.0345857231933037,-0.0333036112290428,-0.0212537570996901,-0.0345857231933037,-0.0306335832426993,0.192686989090181,-0.0262763922887944,-0.0262763922887944,0.15794146924942,-0.0121212121212121,-0.0121212121212121,-0.0246955928858879,-0.0428845013935118,-0.0461954133927088,0.493939393939394,-0.0126077995926932,-0.0121212121212121,-0.0172468274818662,-0.0230283093235919,0.0540066342650726,0.141596776790891,-0.0559527360369844,0.0639465195306536,0.0342621185200455,0.125609558444498,0.135886266469869,0.0650880023941617,-0.0102770331496502,-0.0548109493845572,-0.00456757323094318,-0.0393952937403257,0.0845002680657218,-0.0639468902612628,-0.102200570204857,0.100487128914171,0.100487128914171,0.0492084769183768,-0.0165574742932516,-0.0765100058652672,0.0159890710636602,0.047392602145185,-0.050814677717086,-0.00228378955768988,0.0570977549607876,-0.0947959538206289,0.0388245225167299,0.00114229954976068,0.0319767616547565,0.0376828918073774,-0.000571027581917855,-0.12334386510311,-0.0121212121212121,-0.0148905839382535,-0.00854513605086448,-0.0193419617728553,-0.0121212121212121,-0.00854513605086448,-0.0121212121212121,-0.00854513605086448,0.0370639632761713,-0.0607715543505497,-0.0172468274818662,-0.0148905839382535,-0.104314633200355
"Human-IgG1",0.313738072113647,-0.0168940135970253,0.00702694927730573,-0.0452160868341029,0.0712716198624504,0.21226912473472,0.0923723298525821,0.0691943147006726,-0.300118770275541,-0.0785188413093051,0.163278846113878,0.191485958650446,0.110784971276166,0.180466466850495,-0.142556008861962,-0.332453947409803,0.987583623162256,-0.987583623162256,-0.651766124860367,-0.274036889903654,-0.134504131441913,1,-0.450628784197509,0.206579668011324,0.301921285412331,-0.375373777236525,0.143801990061609,0.158015645109524,0.257135024943378,-0.32547373070519,-0.104557615918242,-0.341055709701018,-0.103394869879103,-0.176656970848807,0.195357510636334,0.0871495362540196,0.214407115325921,0.0901177680660818,-0.0221931816879157,0.183604716235448,0.210465103564611,0.137995043066294,-0.0221931816879157,-0.385839384241646,0.0901177680660818,0.0483236994504557,0.0492818900898855,0.167027789719403,0.0525859049356268,-0.0358592544914034,0.0339588716639265,0.160314592996711,0.0999761894801278,0.150787430032916,-0.167639170923992,0.188926319599585,0.303473782587272,0.498481971872468,-0.543970952408462,-0.253676369143514,-0.324258419388063,0.42816192885332,-0.325776246589918,-0.325776246589918,0.153400923715448,0.379120483299006,0.224921702871096,0.0618449997352718,-0.237350312785945,0.16789378335498,-0.415233229869934,-0.482542467610256,0.52025281972627,-0.106057707936503,0.134488441991524,0.427573813920099,-0.390401569339177,0.299967989755015,0.413523737664732,-0.0221931816879157,-0.0732540580430815,0.0635306585698059,-0.214629835912849,-0.0221931816879157,0.0635306585698059,-0.0221931816879157,0.0635306585698059,0.128465653215907,0.422942923583385,0.0483236994504557,0.110707260651574,0.237221782927668
"Mouse-IgG1",-0.117198513296597,-0.0450292843759032,-0.0906725256477346,0.262691784909094,-0.0450292843759032,0.00785674201318386,0.0278891725656234,0.00361976868969224,-0.0224489795918367,0.0199186925527373,0.0416501233387812,0.0478005012121736,0.000777868393769025,0.0401790175082418,0.250209897857878,0.161596215477361,-0.456294306252861,0.456294306252861,-0.196782066206056,-0.0827375700501085,-0.0406096602582115,-0.450628784197509,1,-0.0930907446358678,-0.136054421768708,0.147959183673469,-0.0648013159466449,-0.0712063980398896,-0.11587244366483,0.0880661225404832,0.0278891725656234,0.206639191202281,0.0401973771202782,0.125104811520179,-0.088033717501903,-0.00635799070847077,-0.11587244366483,-0.0406096602582115,-0.0406096602582115,-0.0827375700501085,0.0199186925527373,0.10369479689703,-0.0406096602582115,-0.00511324775881225,-0.0406096602582115,-0.0577819938770721,0.0148792516034874,-0.328218118314795,-0.347950680712832,-0.386011033917391,-0.0346226869270603,0.0330972850668396,-0.107502763477937,-0.0598723426931186,-0.219211843275019,-0.0348136809578618,-0.0208499920741511,-0.128925472968427,0.127395118230417,0.110562414511523,0.11037240980918,-0.135430614895242,0.315620365927526,0.315620365927526,-0.220456352162036,-0.0654192411867859,-0.0571962992809675,0.0723169840840024,0.170831213549682,0.377024087799755,-0.221698539577441,0.472305961282328,-0.290235544345831,-0.00210413306205986,0.089935503964259,-0.24984630701345,0.213666662200544,-0.107899515572147,-0.203366948184148,-0.0406096602582115,-0.0498878782692556,-0.0286287434305787,0.368071474576943,-0.0406096602582115,-0.0286287434305787,0.128935671319822,-0.0286287434305787,-0.180784604514023,-0.203602754481989,0.0628379183413159,-0.0498878782692556,-0.0909103385227089
"P1",-0.183629332294848,-0.0763428688805185,-0.0908993655343939,-0.0566104497391525,0.378987813371145,0.133624946499387,-0.0487206261303292,-0.0566104497391525,-0.0930907446358678,-0.0983054313352126,-0.17441228348243,-0.176704939554062,-0.207569995555372,-0.150866153454301,0.117796691934894,0.00985946641908938,0.204014697006279,-0.204014697006279,-0.134641629694682,-0.0566104497391525,-0.0277858188194219,0.206579668011324,-0.0930907446358678,1,-0.0930907446358678,-0.0930907446358678,-0.0443381602482012,-0.0487206261303292,-0.0792818926669948,-0.0763428688805185,-0.0487206261303292,-0.0792818926669948,-0.0702222834861341,-0.0670168818511119,-0.0602341637175709,-0.0602341637175709,-0.0792818926669948,-0.0277858188194219,-0.0277858188194219,0.0615638640913283,0.0509400871464283,-0.0351571846249478,-0.0277858188194219,0.0219040960952976,-0.0277858188194219,-0.0395354209487292,-0.0527884855230916,-0.22364057170583,-0.207840095282877,-0.105227305334382,-0.163077512933374,0.00890120951425655,-0.00785286997408442,-0.0348142780878311,-0.285318369311696,-0.0769572830057421,0.00104703988738237,0.0541842443660961,-0.109153697324471,0.0929248498631106,0.0342909759990043,0.295006338726082,-0.0769577291589149,-0.0769577291589149,0.152413960349991,0.0855955107935087,0.262555737801552,-0.162317010212155,-0.064398346017914,0.08585787913009,-0.0918777501178029,-0.178791504898317,0.348209405258808,0.0978984817173383,0.253211617661981,0.102621808416539,0.00654406252719791,-0.0329863889097571,0.126973381165085,-0.0277858188194219,-0.0341341330624557,-0.0195882721729721,-0.0443381602482012,-0.0277858188194219,-0.0195882721729721,-0.0277858188194219,-0.0195882721729721,0.0849628368865157,0.218607122444218,-0.0395354209487292,-0.0341341330624557,0.0136209627690015
"P2",0.353333244370302,-0.0450292843759032,0.246760606010687,0.00361976868969224,-0.0450292843759032,-0.039003112136877,0.0278891725656234,-0.0827375700501085,-0.0792517006802721,-0.0891443125720864,0.10241833607897,0.131168200008761,0.183188006732605,0.0776631009153211,-0.203152073031396,-0.333691038584461,0.298172516957315,-0.298172516957315,-0.196782066206056,-0.0827375700501085,-0.0406096602582115,0.301921285412331,-0.136054421768708,-0.0930907446358678,1,-0.136054421768708,-0.0648013159466449,-0.0712063980398896,-0.11587244366483,-0.111576987834096,-0.0712063980398896,-0.11587244366483,-0.102631601158157,-0.0979468275246955,-0.088033717501903,-0.088033717501903,-0.11587244366483,-0.0406096602582115,-0.0406096602582115,-0.0827375700501085,0.128981697677561,-0.0513830933877821,-0.0406096602582115,-0.0422398727901881,0.298481002897855,-0.0577819938770721,0.0148792516034874,0.410321287211561,-0.00401702270201731,0.120126327700754,0.386014266402253,0.381479690307966,0.373772953444641,0.320976968175888,-0.0307967772838378,0.164886774646576,0.1560880140597,0.0761310656401097,0.0160678527497824,-0.270284933745297,-0.162593671296019,0.208119363002857,-0.379318294323808,-0.379318294323808,-0.536763292220609,0.146906366173835,0.28215565698805,0.530324549949351,-0.351610045357575,0.302996527181538,0.066184378510608,-0.0281202820204545,-0.251588490978752,0.0612111436235594,-0.124761592733398,0.0417048200068393,-0.426376893504934,0.274340257678117,0.37918465785605,-0.0406096602582115,-0.0498878782692556,-0.0286287434305787,-0.0648013159466449,-0.0406096602582115,-0.0286287434305787,-0.0406096602582115,-0.0286287434305787,0.124175283908622,0.537459065997968,0.183457830559704,0.0889667162468391,0.204603559935537
"R1",-0.0975045291841543,0.0880661225404832,0.0780440401814763,-0.0827375700501085,-0.0450292843759032,-0.039003112136877,-0.0712063980398896,-0.0827375700501085,-0.0224489795918367,0.0744501951151491,-0.0873969801207212,-0.118934896381001,-0.0836208523301702,-0.137441639159291,0.0537530438058591,0.0504344876330617,-0.380847623931843,0.380847623931843,0.380533968568737,-0.0827375700501085,-0.0406096602582115,-0.375373777236525,0.147959183673469,-0.0930907446358678,-0.136054421768708,1,-0.0648013159466449,-0.0712063980398896,-0.11587244366483,-0.111576987834096,-0.0712063980398896,-0.11587244366483,-0.102631601158157,-0.0979468275246955,-0.088033717501903,-0.088033717501903,-0.11587244366483,-0.0406096602582115,-0.0406096602582115,-0.0827375700501085,-0.0891443125720864,-0.0513830933877821,-0.0406096602582115,0.180519877398067,-0.0406096602582115,-0.0577819938770721,0.0148792516034874,-0.0519467916953469,0.0110946341293811,0.0311792856930301,0.0112858482248429,0.103883386076843,-0.0330924876898275,-0.235854947414106,-0.0185545801026849,-0.0757484486775454,-0.0696274964678072,-0.0130073177475564,0.0439953111005946,-0.021806427775629,0.174644731639135,-0.154367946639068,0.187650653924183,0.187650653924183,-0.0651783997696454,0.0355788855577257,-0.102723788340734,0.0552899693129013,-0.0929719706440597,-0.154941405945105,0.0179807271098184,0.211380351242192,-0.185008418841409,-0.1805728736895,-0.0734792202601605,-0.218663345265217,0.237960006962826,-0.0778636575139427,-0.208341116248859,-0.0406096602582115,-0.0498878782692556,-0.0286287434305787,0.0434168816842521,0.128935671319822,-0.0286287434305787,-0.0406096602582115,-0.0286287434305787,0.00219132853956392,-0.203602754481989,-0.0577819938770721,-0.0498878782692556,-0.0170318639081474
"R10",-0.0794544669519408,-0.05314296696144,0.0572610597745177,-0.0394070501184394,-0.05314296696144,0.182293001660799,-0.03391487198152,-0.0394070501184394,-0.0648013159466449,-0.0684313068946044,-0.121409980456489,-0.123005919247569,-0.174130620675871,-0.105019304699818,0.0430041041210964,-0.200015135464292,0.142016490362986,-0.142016490362986,-0.0937252658096637,-0.0394070501184394,-0.0193419617728553,0.143801990061609,-0.0648013159466449,-0.0443381602482012,-0.0648013159466449,-0.0648013159466449,1,-0.03391487198152,-0.0551888482110435,-0.05314296696144,-0.03391487198152,-0.0551888482110435,-0.0488823716737844,-0.0466510623755351,-0.041929550452219,-0.041929550452219,-0.0551888482110435,-0.0193419617728553,-0.0193419617728553,0.125117384126045,-0.0684313068946044,0.123250758354182,-0.0193419617728553,-0.126216583563604,-0.0193419617728553,-0.0275209669232261,0.138586973436717,0.0207570987531722,0.0287901043149765,0.0830891966093006,-0.231412638933195,-0.0900273312993585,-0.0958451667067923,0.123905900085765,-0.0604948828560938,0.145041667765358,0.175289389480609,-0.0481043027076392,0.0320695144807827,0.0491976773871077,0.0528425624878789,-0.0269678589546706,-0.11552380712637,-0.11552380712637,-0.0215480484825605,-0.00692411309798664,-0.076897169233486,-0.0116635200489072,-0.00546686289167606,0.145042975786214,0.0400869705672911,-0.0765337137480818,0.157099008233307,0.0918358419255863,0.0514024220435806,-0.0371758652322117,-0.0196792484263813,-0.0375412536527232,-0.136316951387066,-0.0193419617728553,-0.0237610811880084,-0.0136355748242727,-0.0308641975308642,-0.0193419617728553,-0.0136355748242727,-0.0193419617728553,-0.0136355748242727,0.059143405269153,-0.0969738891928399,-0.0275209669232261,-0.0237610811880084,0.185419448637716
